Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2022-09-16 00:00:00-04:00,44.67559051513672,44.676483893485845,44.66665332180444,44.67559051513672,4400,0.0,0.0,0.0
2022-09-19 00:00:00-04:00,44.657706570764034,44.657706570764034,44.64876937866211,44.64876937866211,7800,0.0,0.0,0.0
2022-09-20 00:00:00-04:00,44.647880338836124,44.65324401855469,44.647880338836124,44.65324401855469,100,0.0,0.0,0.0
2022-09-21 00:00:00-04:00,44.63535690307617,44.63535690307617,44.63535690307617,44.63535690307617,100,0.0,0.0,0.0
2022-09-22 00:00:00-04:00,44.63982708434123,44.63982708434123,44.630889892578125,44.630889892578125,8600,0.0,0.0,0.0
2022-09-23 00:00:00-04:00,44.621958089206814,44.621958089206814,44.613020895681544,44.61927795410156,8100,0.0,0.0,0.0
2022-09-26 00:00:00-04:00,44.613012004032825,44.613012004032825,44.59066390991211,44.59066390991211,15100,0.0,0.0,0.0
2022-09-27 00:00:00-04:00,44.58620834350586,44.58620834350586,44.58620834350586,44.58620834350586,100,0.0,0.0,0.0
2022-09-28 00:00:00-04:00,44.63982391357422,44.63982391357422,44.63982391357422,44.63982391357422,100,0.0,0.0,0.0
2022-09-29 00:00:00-04:00,44.639823793708224,44.639823793708224,44.63535690307617,44.63535690307617,500,0.0,0.0,0.0
2022-09-30 00:00:00-04:00,44.63088660260394,44.639823793708224,44.63088660260394,44.63535690307617,400,0.0,0.0,0.0
2022-10-03 00:00:00-04:00,44.65771091011942,44.66665151293065,44.65324401855469,44.65324401855469,12800,0.0,0.0,0.0
2022-10-04 00:00:00-04:00,44.674695327588054,44.675588705901,44.65324401855469,44.65324401855469,10000,0.0,0.0,0.0
2022-10-05 00:00:00-04:00,44.64876885438555,44.64876885438555,44.6442985534668,44.6442985534668,100,0.0,0.0,0.0
2022-10-06 00:00:00-04:00,44.693462158852846,44.693462158852846,44.64876937866211,44.64876937866211,5900,0.0,0.0,0.0
2022-10-07 00:00:00-04:00,44.63982391357422,44.63982391357422,44.63088672244593,44.63982391357422,2000,0.0,0.0,0.0
2022-10-10 00:00:00-04:00,44.6398285635756,44.6398285635756,44.60407638549805,44.60407638549805,300,0.0,0.0,0.0
2022-10-11 00:00:00-04:00,44.630904628449606,44.63984182316352,44.626434326171875,44.626434326171875,700,0.0,0.0,0.0
2022-10-12 00:00:00-04:00,44.63982825254805,44.6442985534668,44.63982825254805,44.6442985534668,700,0.0,0.0,0.0
2022-10-13 00:00:00-04:00,44.58620834350586,44.60408614137516,44.58620834350586,44.58620834350586,2800,0.0,0.0,0.0
2022-10-14 00:00:00-04:00,44.60407481228879,44.60407481228879,44.59066390991211,44.59066390991211,3300,0.0,0.0,0.0
2022-10-17 00:00:00-04:00,44.60675334954525,44.61301040649414,44.60407321507014,44.61301040649414,14700,0.0,0.0,0.0
2022-10-18 00:00:00-04:00,44.616584158920865,44.621944427490234,44.61300723670123,44.621944427490234,6200,0.0,0.0,0.0
2022-10-19 00:00:00-04:00,44.58620834350586,44.58620834350586,44.58620834350586,44.58620834350586,100,0.0,0.0,0.0
2022-10-20 00:00:00-04:00,44.58173370361328,44.58173370361328,44.58173370361328,44.58173370361328,100,0.0,0.0,0.0
2022-10-21 00:00:00-04:00,44.62195956777135,44.62195956777135,44.61749267578125,44.61749267578125,900,0.0,0.0,0.0
2022-10-24 00:00:00-04:00,44.62105421975978,44.621947597918144,44.61301040649414,44.61301040649414,1200,0.0,0.0,0.0
2022-10-25 00:00:00-04:00,44.63267178430909,44.63267178430909,44.621944427490234,44.621944427490234,2600,0.0,0.0,0.0
2022-10-26 00:00:00-04:00,44.63088672244593,44.64340083592965,44.63088672244593,44.63982391357422,700,0.0,0.0,0.0
2022-10-27 00:00:00-04:00,44.67558224172604,44.67558224172604,44.66664505004883,44.66664505004883,2400,0.0,0.0,0.0
2022-10-28 00:00:00-04:00,44.65770604638253,44.65770604638253,44.6442985534668,44.6442985534668,1200,0.0,0.0,0.0
2022-10-31 00:00:00-04:00,44.63088819918244,44.63088819918244,44.61301040649414,44.61301040649414,500,0.0,0.0,0.0
2022-11-01 00:00:00-04:00,44.64893251951409,44.64893251951409,44.6085319519043,44.6085319519043,400,0.22,0.0,0.0
2022-11-02 00:00:00-04:00,44.59506284065737,44.61301979060086,44.590576171875,44.590576171875,5300,0.0,0.0,0.0
2022-11-03 00:00:00-04:00,44.55914894281264,44.586082653189905,44.55914894281264,44.58159255981445,15700,0.0,0.0,0.0
2022-11-04 00:00:00-04:00,44.59507369995117,44.59507369995117,44.59058703007626,44.59507369995117,1300,0.0,0.0,0.0
2022-11-07 00:00:00-05:00,44.58608627319336,44.58608627319336,44.58608627319336,44.58608627319336,800,0.0,0.0,0.0
2022-11-08 00:00:00-05:00,44.60495083128154,44.6103382600229,44.60405349731445,44.60405349731445,800,0.0,0.0,0.0
2022-11-09 00:00:00-05:00,44.63096198471773,44.63994216918945,44.63096198471773,44.63994216918945,500,0.0,0.0,0.0
2022-11-10 00:00:00-05:00,44.720760345458984,44.72973710773193,44.720760345458984,44.720760345458984,600,0.0,0.0,0.0
2022-11-11 00:00:00-05:00,44.73872130657663,44.73872130657663,44.71627426147461,44.71627426147461,600,0.0,0.0,0.0
2022-11-14 00:00:00-05:00,44.70280456542969,44.71178132793747,44.70280456542969,44.70280456542969,3900,0.0,0.0,0.0
2022-11-15 00:00:00-05:00,44.720760345458984,44.72973710773193,44.711780158248125,44.720760345458984,1100,0.0,0.0,0.0
2022-11-16 00:00:00-05:00,44.731531190433635,44.73871671008356,44.72524642944336,44.72524642944336,3400,0.0,0.0,0.0
2022-11-17 00:00:00-05:00,44.72074928899457,44.72074928899457,44.702792343950314,44.711769104003906,700,0.0,0.0,0.0
2022-11-18 00:00:00-05:00,44.71088056825856,44.71177790194678,44.69382095336914,44.69382095336914,1600,0.0,0.0,0.0
2022-11-21 00:00:00-05:00,44.70280456542969,44.70280456542969,44.698314471706794,44.70280456542969,4600,0.0,0.0,0.0
2022-11-22 00:00:00-05:00,44.71177311291745,44.71177311291745,44.70728302001953,44.70728302001953,2200,0.0,0.0,0.0
2022-11-23 00:00:00-05:00,44.72076250019749,44.7387194505465,44.72076250019749,44.73063659667969,9000,0.0,0.0,0.0
2022-11-25 00:00:00-05:00,44.756662313102545,44.756662313102545,44.7422981262207,44.7422981262207,2400,0.0,0.0,0.0
2022-11-28 00:00:00-05:00,44.747703552246094,44.747703552246094,44.747703552246094,44.747703552246094,1000,0.0,0.0,0.0
2022-11-29 00:00:00-05:00,44.756675720214844,44.756675720214844,44.74769895695896,44.756675720214844,4300,0.0,0.0,0.0
2022-11-30 00:00:00-05:00,44.74768722824509,44.774620935891484,44.738710467342095,44.77372360229492,3700,0.0,0.0,0.0
2022-12-01 00:00:00-05:00,44.80525978304822,44.82507736762101,44.80525978304822,44.82057571411133,5700,0.166,0.0,0.0
2022-12-02 00:00:00-05:00,44.78003314095256,44.80706024169922,44.78003314095256,44.80706024169922,2400,0.0,0.0,0.0
2022-12-05 00:00:00-05:00,44.79805010123971,44.79805010123971,44.78453826904297,44.78453826904297,1100,0.0,0.0,0.0
2022-12-06 00:00:00-05:00,44.79803831174003,44.8250619690217,44.78903157143799,44.81155014038086,4500,0.0,0.0,0.0
2022-12-07 00:00:00-05:00,44.86109934638122,44.86109934638122,44.843082427978516,44.843082427978516,1500,0.0,0.0,0.0
2022-12-08 00:00:00-05:00,44.870117119486565,44.87191778071891,44.8656120300293,44.8656120300293,2000,0.0,0.0,0.0
2022-12-09 00:00:00-05:00,44.870125035786096,44.870125035786096,44.83409118652344,44.83409118652344,1100,0.0,0.0,0.0
2022-12-12 00:00:00-05:00,44.83409105205917,44.83409105205917,44.82508087158203,44.82508087158203,500,0.0,0.0,0.0
2022-12-13 00:00:00-05:00,44.9214705645963,44.9214705645963,44.88814114464141,44.90615463256836,1000,0.0,0.0,0.0
2022-12-14 00:00:00-05:00,44.93317823107505,44.93317823107505,44.901649475097656,44.901649475097656,1300,0.0,0.0,0.0
2022-12-15 00:00:00-05:00,44.919673852773364,44.93678701144639,44.91516876220703,44.91516876220703,8000,0.0,0.0,0.0
2022-12-16 00:00:00-05:00,44.91516095755346,44.928672790527344,44.91516095755346,44.928672790527344,200,0.0,0.0,0.0
2022-12-19 00:00:00-05:00,44.92416770074384,44.93137378257146,44.91516095755346,44.928672790527344,9800,0.0,0.0,0.0
2022-12-20 00:00:00-05:00,44.924163700308206,44.933173879072875,44.924163700308206,44.93136978149414,1500,0.0,0.0,0.0
2022-12-21 00:00:00-05:00,44.95119844323612,44.95119844323612,44.94218826293945,44.94218826293945,1100,0.0,0.0,0.0
2022-12-22 00:00:00-05:00,44.96381371946314,44.969215704442114,44.96020895976662,44.96471405029297,12000,0.0,0.0,0.0
2022-12-23 00:00:00-05:00,44.96018981933594,44.98721347823515,44.951183078494786,44.96018981933594,20800,0.0,0.0,0.0
2022-12-27 00:00:00-05:00,44.93317794799805,44.94218469120199,44.93317794799805,44.93317794799805,6000,0.0,0.0,0.0
2022-12-28 00:00:00-05:00,44.9331702141056,44.96019387544276,44.9331702141056,44.95118713378906,25500,0.0,0.0,0.0
2022-12-29 00:00:00-05:00,44.96476092876621,44.97380300693177,44.96476092876621,44.96928024291992,8300,0.195,0.0,0.0
2022-12-30 00:00:00-05:00,44.94667669501526,44.94667669501526,44.93763116631286,44.94215393066406,3800,0.0,0.0,0.0
2023-01-03 00:00:00-05:00,44.93762500476443,44.955712609830776,44.92858292716021,44.94667053222656,5100,0.0,0.0,0.0
2023-01-04 00:00:00-05:00,44.98103501130611,44.98103501130611,44.95571305393465,44.97380065917969,8100,0.0,0.0,0.0
2023-01-05 00:00:00-05:00,44.95570755004883,44.95570755004883,44.93761994701824,44.95570755004883,10000,0.0,0.0,0.0
2023-01-06 00:00:00-05:00,45.00815963745117,45.009967362676626,45.000921836834756,45.00815963745117,8300,0.0,0.0,0.0
2023-01-09 00:00:00-05:00,45.0280541621553,45.0280541621553,45.009966560651165,45.01900863647461,19800,0.0,0.0,0.0
2023-01-10 00:00:00-05:00,45.00997543334961,45.01901751095549,45.00816770780001,45.00997543334961,3500,0.0,0.0,0.0
2023-01-11 00:00:00-05:00,45.0099771220349,45.0280647277832,45.0099771220349,45.0280647277832,3300,0.0,0.0,0.0
2023-01-12 00:00:00-05:00,45.06424353719722,45.082327694531315,45.06424353719722,45.07780838012695,534800,0.0,0.0,0.0
2023-01-13 00:00:00-05:00,45.073280992915365,45.073280992915365,45.0506706237793,45.0506706237793,2200,0.0,0.0,0.0
2023-01-17 00:00:00-05:00,45.062426859307614,45.064238034706534,45.059715270996094,45.059715270996094,1100,0.0,0.0,0.0
2023-01-18 00:00:00-05:00,45.100407891390354,45.100407891390354,45.086843050689424,45.091365814208984,1100,0.0,0.0,0.0
2023-01-19 00:00:00-05:00,45.10583451764227,45.10583451764227,45.08955808874426,45.091365814208984,7200,0.0,0.0,0.0
2023-01-20 00:00:00-05:00,45.082320287169864,45.091365814208984,45.073278209988494,45.091365814208984,101500,0.0,0.0,0.0
2023-01-23 00:00:00-05:00,45.07779928312535,45.08231859661769,45.07327651977539,45.07327651977539,19200,0.0,0.0,0.0
2023-01-24 00:00:00-05:00,45.08142111886297,45.09137050967051,45.08142111886297,45.08232498168945,28800,0.0,0.0,0.0
2023-01-25 00:00:00-05:00,45.09135796413751,45.09135796413751,45.0904541015625,45.0904541015625,700,0.0,0.0,0.0
2023-01-26 00:00:00-05:00,45.10040877357486,45.10945430079092,45.0949821472168,45.0949821472168,31800,0.0,0.0,0.0
2023-01-27 00:00:00-05:00,45.10040261140584,45.10040261140584,45.09588329827312,45.0994987487793,38200,0.0,0.0,0.0
2023-01-30 00:00:00-05:00,45.10041317405444,45.10041317405444,45.08232556771532,45.09589385986328,225900,0.0,0.0,0.0
2023-01-31 00:00:00-05:00,45.101317037665595,45.10945870292614,45.100413174827345,45.10855484008789,12800,0.0,0.0,0.0
2023-02-01 00:00:00-05:00,45.11126668828523,45.1429935539543,45.106733290912786,45.13755416870117,92900,0.117,0.0,0.0
2023-02-02 00:00:00-05:00,45.156593322753906,45.16112672043101,45.15206338304605,45.156593322753906,7600,0.0,0.0,0.0
2023-02-03 00:00:00-05:00,45.0976676940918,45.12486116102564,45.0976676940918,45.0976676940918,11500,0.0,0.0,0.0
2023-02-06 00:00:00-05:00,45.06322060418988,45.06322060418988,45.05234183477496,45.05778121948242,3100,0.0,0.0,0.0
2023-02-07 00:00:00-05:00,45.07954103863594,45.07954103863594,45.06141090662612,45.06231689453125,10100,0.0,0.0,0.0
2023-02-08 00:00:00-05:00,45.07954749969632,45.07954749969632,45.06141736508798,45.07048416137695,6100,0.0,0.0,0.0
2023-02-09 00:00:00-05:00,45.086789335540615,45.08860476919658,45.07138062626252,45.07500457763672,2300,0.0,0.0,0.0
2023-02-10 00:00:00-05:00,45.07228698181084,45.07953834258727,45.07228698181084,45.07863235473633,6700,0.0,0.0,0.0
2023-02-13 00:00:00-05:00,45.06141736508798,45.07048416137695,45.06141736508798,45.07048416137695,1000,0.0,0.0,0.0
2023-02-14 00:00:00-05:00,45.05233992480773,45.0568733215332,45.05233992480773,45.0568733215332,1200,0.0,0.0,0.0
2023-02-15 00:00:00-05:00,45.05959128478738,45.065936657015634,45.05233992480773,45.0568733215332,2000,0.0,0.0,0.0
2023-02-16 00:00:00-05:00,45.07500304095621,45.08588181064568,45.07500304095621,45.07953643798828,3100,0.0,0.0,0.0
2023-02-17 00:00:00-05:00,45.07047463841897,45.07591402344914,45.07047463841897,45.07500457763672,2600,0.0,0.0,0.0
2023-02-21 00:00:00-05:00,45.07048416137695,45.07048416137695,45.0532600148036,45.07048416137695,4200,0.0,0.0,0.0
2023-02-22 00:00:00-05:00,45.08861429598529,45.08861429598529,45.07048416137695,45.07048416137695,35800,0.0,0.0,0.0
2023-02-23 00:00:00-05:00,45.07047765609443,45.09767112509714,45.07047765609443,45.08860778808594,4400,0.0,0.0,0.0
2023-02-24 00:00:00-05:00,45.06503371704816,45.07953643798828,45.05234297173337,45.07953643798828,291600,0.0,0.0,0.0
2023-02-27 00:00:00-05:00,45.08044698100985,45.09767112509714,45.07047765609443,45.08860778808594,54500,0.0,0.0,0.0
2023-02-28 00:00:00-05:00,45.08860932537909,45.09767266269931,45.079542530089654,45.084075927734375,10700,0.0,0.0,0.0
2023-03-01 00:00:00-05:00,45.08771876825419,45.08771876825419,45.0513422058669,45.06953048706055,30100,0.159,0.0,0.0
2023-03-02 00:00:00-05:00,45.069521882905775,45.087710160627125,45.06042600951547,45.08498001098633,5800,0.0,0.0,0.0
2023-03-03 00:00:00-05:00,45.09681402061411,45.09681402061411,45.07771684451445,45.09226608276367,120300,0.0,0.0,0.0
2023-03-06 00:00:00-05:00,45.095894855465104,45.096803749016146,45.07861547081725,45.09498596191406,19900,0.0,0.0,0.0
2023-03-07 00:00:00-05:00,45.11499161969498,45.11499161969498,45.02405022952195,45.051334381103516,244700,0.0,0.0,0.0
